('38375e5428c052d172da731a4c854ead9ace7bea0036e3c2568a06a8cc68f8f2', (('0', '0.01'), ('1', 'b2add0cbd618593d503e50848e1cfc4bf32b80483f20070805d1dc8bf36010e5')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('6', '16aab590b9b771965745ce63993f6d1bb6ff6058acd85572ee05f83c4f6a9345')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('13', '5bd394e1c8163c0b9b79bee3d108dd379d4a3027fe554a48c1e411cb6ebfb048')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('9', '9481a0ddabd150fbb0dda5f9377dfe31052eb15e765e3743f09a204ead1c504b')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('11', '1d2efa4376b199d842304a1a4c9b73b3528ea37d9abd866865a066727f756f50')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('20', 'cefef4bde46e378d12358d889f6a5068290ca687cbcfd6ed22e481f88fcc2859')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('11', '505ffaf600ff7521e73471b4d1e9dbc5f1e5952fe4304957e1060f1f13e6f65a')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('41', '5a092e9eef3cd8981e66ed46f90d99f76a9917798f454d2ee6ab78f1ebfbff5a')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('10', 'a1f5faaa2b8e922b89cd1cd848827b531df68c640f18903191b2483e7754fe5d')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('8', '3c87800e8cbf315efc420a759ba4e13ffc5d44107a0cd5d416bdd84902e5eb5e')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('0', '962723819440e7c59c88537935333b9e9977203073c4245bdbf696bdd8e6455f')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('9', '63b91e6caab885400bedc867841a123c94b1619d5593650499de4ddc7397655f')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('155', 'e52eb5af7ad037e1a2066d4ed412166ba83b504bd054613f3b2f0f0f301ef060')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('14', '2c87ad447ed086ddd49f45c16e9f9ad58d67d279b202b2146db9381741b1a464')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('10', '56da4e47cd628f04415861a3fde40f604899343b741abf34d8cdd96ed057096b')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('58', '789071197302619ef50b55f7c24daffc96d01c950a9562d8d636765514f94b6e')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('10', '96d95eadde2ed8bee52266c1c885054946b4d76404184e8e68d0f1cec21ac46f')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('5', 'c445a73d593012dcfc9ce1cfe9f8605890fb33465d9d209e4b75475ffc1c0071')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('1', 'c00b7b428597ba56dbb2f1831bfc8ffdeb59843dac4b74bf857025f832bfc473')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('12', '3b9a1be765d4b5b4748de4dcfda2c49b2b04bcc78f1d45d8d8a6c70d183e3c75')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('13', 'b4eaa29121fb028cef4a1e079bd021cf4f0b502927e3f8e90fe28e2b224d847a')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('11', '0bb24c24f2b278acc7124444c8c2546fec5a4e28bd5cc0a5ca837940aed8267b')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('8', '7f40b3d42ea8ae40fd143ef0e58ce8336dfb34a237e0396eb76a1851dd777180')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('7', '9999e20b4361fe87d8d7254fa6630688555c9231d5633048fb1e0495d9c12284')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('3', '57456c566797467beaee88b5ce73587430a1d1fa12b11c5cdacd7633e83a5684')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('155', '3b1cbd463ac7e7e1755b6c20bed26cdc6dca199e68910ec7a7bc090e213de286')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('8', 'c7c566fd9728c22cf36ebdbf7ad27277337c2de061d799608ebcf190ca4fb287')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('11', '85469cfcb9f0a2d16daf85c14f964665b1c044d1ef77a3f8f761e79983c36e88')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('5', '03b2afe84afe61cf2469d107893011a12a0673cf697b7cf192de06af3615c590')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('10', '46dbde868e768424946b6efe49e11a2b7c6a3e86167ef1b452196f8dfea39291')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('7', '518207ee5e19056088ac347104f3f4fe44061a3590c05c6945d0dd06d4d7a092')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('5', '34df8931b9ef3556e6c9eee0c84f7eb8fb2d17e5d649708293c6adabb3e29094')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('11', '3f1a55374b8746fa2c1a4bdb777ad89153efd828183f8da68550a77a28198997')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('1', '2d725d8236221cb134a3a107d371859a000347b67eca13b1b6ecd92c57b2c499')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('16', 'f812949951e16b1efe562340bcfb4ee922bd1db930c0b2251d0b4de41cfcf39a')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('11', '62f480b7e54e753974df852bfeee508957b98499a677d4f098aafdcc48e48c9c')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('0', 'a1f58706da11e34ffb616bfe4b69287ea5752646739acfde6b96d835fbd64e9d')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('19', 'c78dfe47c674eb3631ad68a196970c6cd0a6d84c9dfe4ba19cdccea0010418a0')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('5', 'f8ca221f31fb9c12540e2d8a6ab50f4f8a3d197625885bde5f8d696ca94bc1a1')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('8', '65b6612b45ab029806f1a4a8d0c08bdb4838d54fba9b473be3d23769ef4ea7a5')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('5', 'd0f4fb9cbcd746edc4da1f32274c1216e280c560581eb7eb3f98a443cd71eaa6')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('5', 'd0080ba332c33567d6d2306df5680bd3d7cb7c33e159976f16c740f1e490e5a7')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('1', 'd47527f50ac02400c708089ff5e54909dfe891306eb5417170a2e416c1ec0ea8')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('8', '6d9271a7cc09066f8985457e826f51c8a21c9b1e1098522906ef1f1c194712b3')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('6', '24a4aac36fd29e7ef96504ccfd6689cf1eede0e0c362505c268cfd0fb3a0a5b3')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('40', '01efb0400a680512cd3cb348cc19d95b10c3f1de87f67bdc60eab4d89f094bb5')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('6', '497f389d339c33a07c315b5b3840a2344eee500360f91d6c41e6541fc9c531b8')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('7', '1862825478e55134797afb34609a1611b9bc80539aa5cb4686a5237b1cc374bc')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('4', '2ecd285ceeb058ea85bc2b9fbd163d2f46cdf32937b481535453a45ee61d29c2')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('490', 'afe99f0f165c777ff69b3fe8d078119169c099b5827a2886f63ec2b0deaf3ec4')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('8', 'f7e4cdb01a32108254f55716dec9605caf52667eef53646f057c935e3c486ac4')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('7', '741ca7d3e3369f25faebf394debb93fd1dce3b2febcadd29e34b9fd72d6edbc4')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('9', '34391c15d0ff7fcd0855db8b073989eec634d7a455e339cf599953efc21d41c6')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('155', '03d28bac4b07541bd8d5e62782d49638ae444eb59ee0d88a81d38a76ac3979c7')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('5', 'c9d45cafe797354224beb00fc8cda6e5996bd07328c5d050f783ab3a7ee0d9cd')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('9', '4e65cae3e8e6b6b348c19a39511d1d1d77d1252a78e24f91d85144aca4129cce')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('155', 'caaf646a6bdc6e250ab2b0bd028e5ec3677dd109ba31774e3951b466a19f2ed0')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('13', '02aa9bde3d32e1986eefe6f3b65af6523a709584658e7d320a6a49090b5fe1d1')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('7', '9ddc1d534ddecf855658813094ea64708958e3e1412d8cb15c67a28de8f08bdc')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('12', '67bebfdb46ac07ccd53c8b2568e30d2845c06d628c62825ff1c1a923230750de')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('3', 'a677144fdb78e806f84b59b98ddc943f54e56672b9216cc27f7850ca41db45e5')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('12', '696ffb9387802abb5723304bc60bd03315a6a89f67691b362080474dff4e7bea')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('12', '6f8387ce7eed45e1baf39390c4dba6dab2a9d527b5177d7fcb91ecc1990ecfea')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('12', 'b02f886e4b11dc6bf83ba9440f50c23c07ee020f608ba4e2109a0d2fae20d4ee')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('0', '934a21292147e9b46aa32a0d2fc84254f88d1eb7547d9b9edec750772ec39bf0')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('3', 'c5ce94f492a118a85574f77e2a359ae9c2011e47dc366727a79d968cddfdd5f7')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('500', 'adf946befdc2417f6ca7b81a237c3a03a9097c25a4f7e4419459ddda6daf69f8')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('8', 'a63dcd502805d9b6cd4da76696c00dd8cfd6ba12f80152aa4f47480b63ee04fb')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('8', '8f2a2c43048b975ae90ef8a65d0270534bec57631fa0f0dd26344d4d1dec12fd')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('6', 'd01ca3d178a73a5b51defac091e2777d3c1f3a6f9590bab2fce86ed3f86eb3fd')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('13', '3e9a50171db8558e8c97f84da2320b885e334000f91e1a396f4758a8005feffd')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('1', '4c5ef1bcfeba5ad91c623d9e9a40b1cf57bbb8fcf642f1cbf5bf400bd11821fd')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('3', 'b145ae7619b376460df53238a5186e8997d3c3068337e3ceda3b773fa429681f')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('5', 'f4cc05e03512bce4b1b4973124122af56b4ee15747ee036c772b8705f3efd793')))
('7007a2929d1251a0f6e7064e1f9e9ec7cfaab3359e5d957396339947be31f702', (('0', '0.04'), ('3', '6c1b43e39239f3e1ac80acd79229af13be002957ab8616f4071a5f591b280ff6')))
('1b1548b9c858440622ebe1ce17bd99acea55a7a21ec62afd378fbe453e2229a3', (('0', '0.2'), ('1', 'c6805a70f6c657764fa2327ad1724e5f6438c857de316d7cbaf6c449181b6587')))
('933d015e26112f148cf17c0e4d07dc9428646e41d7cf8ac00161739a3dfdf5fc', (('0', '0.00944551'), ('110', 'ead56080b93e33c6ff562b975fa1956c892618cc13cc327ca543f32d79872509')))
('5349611e5234c32e55af7e99cbfda891c65e6270c92f505d4ff98b689584fcb9', (('0', '0.01'), ('0', 'ff8024a3794e1cce2b119ac01e8db46e164d91316432be2f3308f3b3da3523ee')))
('5349611e5234c32e55af7e99cbfda891c65e6270c92f505d4ff98b689584fcb9', (('0', '0.01'), ('2', '50bd36a0e6fa99be7c0017ff7d9a2a23f195ae568b9af3695d5ee14d0edd20a3')))
('c97ab84a0d9d97af92800fbfdcf403f975240b9cb5b8b730d5f95d56bb99e668', (('0', '0.01'), ('8', 'd19b8a22937f39f88c898e1971a5bf7253c9a84a93412f9c255efb95c2f609ca')))
('29407cac06d8dd0bc055394de1e319ddfa0d28b60c60067dedbba11a9942adb9', (('1', '1'), ('0', 'bb735ef868715d68a3e6536cd574899a55472071d4dcacf32385cd5915fedd63')))
('3af90cc67efe0433a8d42469a8458ffb80ff3bbb2b7b3a97ba7e51dd09a24fef', (('1', '7.14285714'), ('1', '68cb31ecba5a192bb012cff3eaf4bc89fd3a7e5504280c1f1a699a8814108b4c')))
('3af90cc67efe0433a8d42469a8458ffb80ff3bbb2b7b3a97ba7e51dd09a24fef', (('1', '7.14285714'), ('1', '8b68fcfe8ba8954ca4c30dd12f3acd9296de724e7f08df016a10c8d96feb992a')))
('2a5ea7c0d564f96462d28bd394df515154583823f36d8326be4cc0a36ccbcf62', (('1', '0.0001'), ('1', 'c8b15d46fb456b8d0f5914b362ad161fd2687ea6afbece001d0f6a1735c31e50')))
('2a5ea7c0d564f96462d28bd394df515154583823f36d8326be4cc0a36ccbcf62', (('1', '0.0001'), ('90', '5579294e6270bc2204fbf7b4e06041d758f3583e24653c27472c32fc09284089')))
('2a5ea7c0d564f96462d28bd394df515154583823f36d8326be4cc0a36ccbcf62', (('1', '0.0001'), ('1', 'ac97224f70c8eb2c5cb47414522b587d045e3a6b76f2454866d1785a29d096aa')))
('2a5ea7c0d564f96462d28bd394df515154583823f36d8326be4cc0a36ccbcf62', (('1', '0.0001'), ('0', '9e17ab955ed8312e6e29d9fc1ee32da9a1159d79c196827b1e4371207ff414b7')))
('ee701997c56e6078e1d4d13ccd0f07963068f83a10a54504f83b28504b3126e4', (('1', '0.2'), ('0', 'a8b5be5c812481573490f7ac4c765562192c32fc640dc296d562c9f3d47475e5')))
('ee701997c56e6078e1d4d13ccd0f07963068f83a10a54504f83b28504b3126e4', (('1', '0.2'), ('0', '0075dcad095760128cb8cda083fdda7af63db7d373a7df42c3ff2ef36d446f53')))
('ee701997c56e6078e1d4d13ccd0f07963068f83a10a54504f83b28504b3126e4', (('1', '0.2'), ('0', 'b69bea7ca1740faee15eb54691e6282e2893ad4c34d42366a27be6c0ad9cb6a7')))
('3174a25618ab95ec4fed66f0d6b0fb5af91254e982cf37ac1915f876b6a8c699', (('0', '0.5'), ('0', '4012d157ec49018ca9a13be01b1774a4f78ba96655e2a2d91855884cb3b48bbb')))
('07e39d80d55614e78ea8eb69b4460ea91fbda08da10716dabad5ed3056b58fef', (('103', '1e-08'), ('104', '8698820d00cd7b15702da2366a800fd4da53580d10d5388ead2b10f2cb62821a')))
('69ad1df177b62d9b2bd149d8aecbbfcdb3576a59e4a85594c6bec6003f9ac232', (('0', '0.9998'), ('1', 'bfdb13e48524dc8e4c3b96b0754f405ae7ea5fe750b21c794db175ad3be0a8e8')))
('ada1f4b0024d6ca18e1c97bde0352ea4da126ffba8e901e9c489bf985a0d88f8', (('0', '0.33'), ('1', '250c6731b25f396d99758ab40d7242e50656de56995fa0a7f71090dced98be68')))
('ada1f4b0024d6ca18e1c97bde0352ea4da126ffba8e901e9c489bf985a0d88f8', (('0', '0.33'), ('1', '5dc84e2f674bc2b24c01b5d528552451607c10faf78a987887aa7f3ec49f406b')))
('2b5736256256feb73439ffbbc50b122f7702ea922852a59991fc7bff5727fdf5', (('0', '1'), ('0', '6cbb77fa93717c57b36b447125e0fd463313c7818e8e7ba88305e77f69a7936b')))
('2b5736256256feb73439ffbbc50b122f7702ea922852a59991fc7bff5727fdf5', (('0', '1'), ('0', 'ca159a913494e7c439ffd6ab973269cee31c0458200286b715d4c70a44aa8b04')))
('2b5736256256feb73439ffbbc50b122f7702ea922852a59991fc7bff5727fdf5', (('0', '1'), ('0', 'c05f50ff26bdd3e28e4e93f1f9cd91db7c2d76d66bca7cac22848fa2d5d59fdf')))
('2b5736256256feb73439ffbbc50b122f7702ea922852a59991fc7bff5727fdf5', (('0', '1'), ('1', '7e5e423c230a0d3225bdf57f0778ba7d0919dc3ddfc8496f627bc27c41e4dda8')))
('2b5736256256feb73439ffbbc50b122f7702ea922852a59991fc7bff5727fdf5', (('0', '1'), ('0', 'dad6f6588b021b848b50d10170731768b088dc886c286db0a6682dc68f6988cd')))
('2b5736256256feb73439ffbbc50b122f7702ea922852a59991fc7bff5727fdf5', (('0', '1'), ('0', '359a3066ac177c34c962326f48c02565e407ebc13244d21ca2dc564b4e013c80')))
('2b5736256256feb73439ffbbc50b122f7702ea922852a59991fc7bff5727fdf5', (('0', '1'), ('1', '55ce1cae1faff5457d9a3e57d9bfb23fb4663d82963920bc60721177630c346c')))
('4be7dbc4392325f0fbd56575e2602f389e79c881bdef6eaf731f3260624df9a8', (('1', '2'), ('1', '9b7a89cd5cdc187faf999f8897871a0803649a52cea6cd7d35b3c94056a65141')))
('4be7dbc4392325f0fbd56575e2602f389e79c881bdef6eaf731f3260624df9a8', (('1', '2'), ('0', '7e22a505cc59f18f899c3531586ee264d537515334d173fc296f8089349fe769')))
('4be7dbc4392325f0fbd56575e2602f389e79c881bdef6eaf731f3260624df9a8', (('1', '2'), ('1', '4419a68b961ffba44521fa28ae8d455da986322dce0399bab36dd69d0447f375')))
('4be7dbc4392325f0fbd56575e2602f389e79c881bdef6eaf731f3260624df9a8', (('1', '2'), ('1', 'c48a2abe9ff1487cebaf76ceb6d832c1eab2057beebc7cafa87b66fa5728867a')))
('4be7dbc4392325f0fbd56575e2602f389e79c881bdef6eaf731f3260624df9a8', (('1', '2'), ('1', 'b1d443c8ea2b641ced08cffe109545abfc2641f174438708593442b0d3f8b7b3')))
('4be7dbc4392325f0fbd56575e2602f389e79c881bdef6eaf731f3260624df9a8', (('1', '2'), ('1', '28ee09cadb3b4165c03b17fb875df7ece89dbbfc399438af66d0ef094e27fcd9')))
('4be7dbc4392325f0fbd56575e2602f389e79c881bdef6eaf731f3260624df9a8', (('1', '2'), ('1', '203947462956e96ef0affaba7afc70ecd5e58ab28795b4845645826745ae2b12')))
('4be7dbc4392325f0fbd56575e2602f389e79c881bdef6eaf731f3260624df9a8', (('1', '2'), ('1', 'e931eba5e1e0138fba555cf44ce3afd5f170c9e2462c5d20e8b733719523a30e')))
('f243b51319bb4b31d15e13948a45b48fa9bde3b872e8af67a0ac4485cebe770f', (('0', '0.01'), ('1', '7428e63a0a63f1440aa04bc60073a0f4453cdff7a94d649ca6ac7290f334b36d')))
('555fc893a82e13de7e5505cdf94d8cf3fadc8321dd405f17a8062ae0e378c463', (('0', '0.01'), ('1', '3ab284faf893105a73f44055007f425ea49bcc89595d5bc279abac1690cbdb0a')))
('2a47a3c6418a2ba98d960dce3ea81b366643273e7a57a6c87e5290af9f2fad1c', (('1', '0.02219686'), ('0', 'cdf676de2942e3046dabb11349a32328ae51505a911f0fd3ae6ef9035f1a4cb2')))
('d499e378d16c112990dc6c18e03cf376331153a5fa673a3695a2151a9db18b56', (('0', '0.00956753'), ('1', '400def2c56b5eea1ccced211530879023701ddd5bff40f6fe0a957e3c2aceccd')))
('f89dc8aa33c98fc066687b04671f16d91b140b9e11c3c0a2c74f3fcbbe6767dd', (('0', '0.00127'), ('0', 'dae816a95104ec493f08fd02c1bb7adaf49b6ab065d55e0a584174409533799b')))
('9f0f45f2152107c9de6e646cc658ef3d45b34f5661b69952ba35076c49bc716a', (('0', '0.01'), ('0', '6190cae999bb7a5b8c46e50da22273a3c49fbbf40c41c9db8e8c1e9f3db3252d')))
('9f0f45f2152107c9de6e646cc658ef3d45b34f5661b69952ba35076c49bc716a', (('0', '0.01'), ('1', '6190cae999bb7a5b8c46e50da22273a3c49fbbf40c41c9db8e8c1e9f3db3252d')))
('e2487956ed4fd0c03bee38c42cc3103886aeaf454f03abb647fcc67b8bee9e8f', (('1', '0.32'), ('1', 'bd589d5b2596ffa87155454f36f52155965a89e5ea1c37b7bdc0d27356739930')))
('8e1657422be69892639a4ccd1f0cad2df84309239721a2a2fde38a21e8793856', (('1', '0.168'), ('12', 'a291035de9522f41944e14681ccd3f62b8583d795cb03da0129576481ec4f4ac')))
('c9e87f6936d1121a6b633c95c4f49a6fc373c9ac5d33f086716f0643fc399baa', (('0', '0.001'), ('1', '43ea11b0d2e728f78fee0e7c4172a9ba032c6089b611b2365f0c48f76f2b15d6')))
('887ef2f8c6f083746e77dfde61a65199d943d0c4787dd9b93798916b8bb7d1b0', (('0', '1'), ('0', 'bd1d9b9824772dd6b399dd246d3140f4ba9a1d605d0a9ea6a523383846b6514f')))
('487d5f89367a7050da9e976b49580c66d31a73057cd99e248ca4fa68dc8600aa', (('1', '1.001'), ('1', '04a93a33a68b7f01cc29526fd685fe240e916ea58784cdd75f857bb8a5f60845')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('15', '7a61378479cb865180b9ccde2274644dc76930f13d180123e4bfa730da3f7cac')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('3', '7a61378479cb865180b9ccde2274644dc76930f13d180123e4bfa730da3f7cac')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('1', 'c23e3c81adfc13e020fb4922af33fae54c5b1935ef567450da14d409e541424e')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('6', 'a1d9ab89abb61e7360edf8fdf6d7f3fc7edc8ceec6edb72b625e04e72784acb6')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('3', '9216625ac8d471c404bf3a4f50a7b8dbfca7f141225bce960549ae22c1db2378')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('26', 'd53caa21f690a771113c5d361722a0c4c0394d216ca12cc1bef0cfdef4562295')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('20', 'a1d9ab89abb61e7360edf8fdf6d7f3fc7edc8ceec6edb72b625e04e72784acb6')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('10', 'a1d9ab89abb61e7360edf8fdf6d7f3fc7edc8ceec6edb72b625e04e72784acb6')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('0', 'a1d9ab89abb61e7360edf8fdf6d7f3fc7edc8ceec6edb72b625e04e72784acb6')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('19', 'a1d9ab89abb61e7360edf8fdf6d7f3fc7edc8ceec6edb72b625e04e72784acb6')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('0', 'd015b4727a65db129c41f029e3fd17aa31c51a9a59e06d0add0490fe1265317e')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('40', 'c23e3c81adfc13e020fb4922af33fae54c5b1935ef567450da14d409e541424e')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('6', '7a61378479cb865180b9ccde2274644dc76930f13d180123e4bfa730da3f7cac')))
('0c42985897aeb101f3aae8872b3b067c0593158703a50b595b23dc00a99a37ed', (('10', '0.2'), ('26', '7a61378479cb865180b9ccde2274644dc76930f13d180123e4bfa730da3f7cac')))
